text,labels
"When this investment is in place , Atria plans to expand into the Moscow market .",0
"$AAPL company #profile, #Fundamental and #Technical Analysis Score Update (FA Score, TA Score) #stocks #stock #StockMarket #Investment #investing #invest #investor #investors https://t.co/B7BWRcEdMH https://t.co/J1Mx4dHQ5W https://t.co/MObF3kE7iy",0
"Talk about a last minute win! 3,000% win overnight!!! Go $GILD, let’s close over $85! #stocks #options #gilead https://t.co/GboCMBfVh1",1
"`` Adjustment to the fall in price level , in contrast , has been less effective .",-1
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,1
NG - traditional and AT point and figure - bullish BY signals multiyear high  ,1
RT @estherfung: Some Landlords Say Only 25% of Retail Tenants Paid April Rent https://t.co/1JuE0xG1AH via @WSJ,1
"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",0
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",0
ANAD looking to break out over 2.70,1
RT @RichLightShed: Disney's Unique Vulnerability to #COVID19 Should Keep Investors Away and We are NOT Talking About its Theme Park Exposur…,-1
"Market Quick Take - May 28, 2020 #Macro #forex #stocks #commodities https://t.co/Felks3LmQo https://t.co/J6GAD66Vmn",0
user: AAP Earnings hope - flushed out.  GS conference hope - flushed out.  Annual meeting hope - flushed out.= time to buy IMHO,1
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",1
Tenaris SA $TS Expected to Post Quarterly Sales of $1.14 Billion https://t.co/VoQrURiDDx #stocks,0
BAC Just let digest the news with a pullback... after we should Slowly rally...,1
"ed Monthly Triangle on CSN,......pdating  ",1
"SGMO current 1st target is 10.03, and second is 10.32. Darn it.",1
SCCO double top? 50 SMA turning down.  ,-1
"ed Weekly Triangle on HEK,...Net Profit  4,539.00 (10.84%)  ",-1
The costs of the new ropax vessels are 30 % lower than those of the present ones .,1
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",0
"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",0
"Green Weekly Triangle on KTOS,..pdating  ",-1
Also the development of online businesses will continue .,0
QCO Questcor ises On nusually High Volume (QCO),1
PK watching for a decent spot to get in,1
Nokian Tyres ' tyres are considered genuine winter tyres in Russia .,0
"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .",1
"` Patja has worked well for us for more than a decade , and Fujitsu 's new bid was competitive .",0
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,1
"SSYS short/medium term trend is down. Next major support is at 64.72, its 200-day EMA.  ",-1
in dec GE long in the IA's under 20.00 stock had plague now world loves it 22+ tells me we headed down now just as then knew we heading up,-1
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",0
`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .,1
KBH breaking out,1
"ed Daily Triangle on DEPO,....Open ong and Short at 6.66  ",-1
"So , at the present time Nokian tires had the contract of tires production in China .",0
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",1
AAP Free-falling Now to 457,-1
GID like it over the high,1
Now watching BA,-1
MSFT - A Spanish group sues Microsoft to the European nion,-1
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",1
CBMX B/O smart money coming in this afternoon looking for a push to 200day this low float could 6 by the end of wk little resistance there,1
AAP daily pop then vomit in motion...,-1
Olvi expects sales and market share to increase in the first quarter of 2010 .,1
BONT a gap up like this may cuz it to go little higher to test 14 but we retest 13.00 for sure,-1
"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .",0
GAE long 1.82 1.83 1.84 target 2.00+,1
user EMN Eastman Stoploss in 73.46 after beating 73.85. Eastman Stoploss en 73.46 tras batir 73.85,1
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",1
user I follow up closely my scaling plan and I am in every level without any dough CSN,1
As goog explodes and aapl implodes MINTE 21 to 23 of user vid from a few years ago have Mark nailing the subject  ,1
"RT @ISABELNET_SA: 📌 Subscriber Access

The #stockmarket valuation, the short- &amp; long-term forecasts, and the equity risk premium have been…",0
BAC gonna go BOOM!,1
Would be healthy and desirable for  to eventually put in a little handle/shakeout before climb over present 58.90 pivot STDY,1
" ES SPY, S Part three final update..hedge and define risk ...  ",-1
"GOOG, I like it with a close above 744.96",1
ONG DAA  1.12 1/2 position.,1
VFC - we are short this one again - bulls need to hold the support it is in now or the break could be significant,-1
"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .",0
BAC Fiscal Cliff talk by President Tonight = Ouch !!!,-1
AAP 20 minutes till Europe closes we will see if buyers :) over there or sellers :(,1
"Since inception in 1999 , Access ' stable management team has remained disciplined and focused on the proactive screening , selection and management of European small to mid-market buy-out funds of funds and mandates .",0
L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,0
"Sensex Surges Over 1,550 Points, Nifty Touches 8,700; Financial, IT Stocks Jump
https://t.co/2uzIGVXmRn",1
Are investors selling gold to cover margin calls? Some say that may explain a recent drop in gold prices https://t.co/dCL6G3hzfB,-1
The original patent was filed in Finland under application No. .,0
$AMZN $2992 you’re welcome,1
"BCD holding up well. BollingerBand Break, OBV Confirms, SI confirms, ADX tryin to reflect uptrend  ",1
FCX - ooks like it wants to test recent lows. Stop is over the descending trend line.   ,-1
Heard on the Street: Germanyâ€™s biggest lender is a long way from profitability https://t.co/urm519LkSw,-1
"Sensex, Nifty lose early gains
#Nifty #Sensex #nifty50 #NIFTYFUTURE #StockMarket #stockstowatch #markets #Sharemarket #coronavirus #CoronavirusOutbreak @stoktalk_ #BSE #NSE  #Stock2020 #StocksToTrade #Bears #stocks 
https://t.co/SYu6iXMhwO",-1
The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,0
"GMC keeping a nice consolidation, should make a big move soon, MACD & SI turning up  ",1
"Growth May Slip Into Negative In Q1: Ex-RBI Governor C Rangarajan On Lockdown
https://t.co/FYfJoMbgSm",-1
"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",0
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",-1
AAP To much peaks on either side (up or Down) #Broken Good 4 Trade but not for investment IMHO,-1
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",0
RT @randywhorton: Coming Up: #DayTrading Talks &amp; Tips with a special guest. (Sonja) #Live June 8 2020 at 8:PM Riyadh Time (1:PM EST). #Stoc…,0
"RT @RealMikeLarson: This Tweet from @carlquintanilla illustrates how $SPX, e.g., not really sensitive to energy. But IMO that's a ""technica…",1
"Sensex, Nifty Crash 15% In Three Trading Sessions On Coronavirus Fears
https://t.co/fp3yTuvQF6",-1
ught $amzn 02JUL20 2730.00c,0
"#Dow E-mini #Futures #YM_F ⬆️177 Pts (0.68%) to 26,154. Check Advanced Futures Chart w/ Auto #Fibonacci Lines, Support &amp; Resistance, Futures Money Flow Chart &amp; Alert, Futures VWAP Chart #futurestrading #future #Investment #investing #stocks #StockMarket https://t.co/mzotIguudf https://t.co/WPSuzBV0B2",1
"British Airways In Talks With Union To Suspend Around 32,000 Staff: Report
https://t.co/DJyN10xAmM",-1
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",0
CF taking some off here close to 19150,1
New industry data provide the first hard look at how many Americans are struggling to make rent during the coronaviâ€¦ https://t.co/jnD95fmOz6,-1
NVDA love to see momo this next week like previous histogram bars noted.   ,-1
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,0
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",1
AAP will top out in April when Aston Kutcher stars in 'jOBS'.  Kinda like how Facebook did when 'Social Network' came out. FB,-1
"Coronavirus Has 'Drastically Altered' India Growth Outlook, Says RBI Amid Lockdown
https://t.co/WYWkoIzUKf",-1
NFX nibbled a few earlier and holding over night. Sharing a few thoughts POSTED VIDEO  ,1
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",0
"The move is aimed at boosting sales , cost-efficiency and market share in Finland .",1
"Wells Fargo curtailed its program for making large loans this week, one of the most pronounced signs yet of how theâ€¦ https://t.co/y3nEawJpNy",1
BAC Yep Over the 11.90 esistance... :)   NHD,1
"Interesting read on the effects of USO's restructuring as well as increases to margin requirements which happened last week. #stocks #StockMarket #trading #investing #WallStreet #bolsa #BolsaMx #Nifty #sensex  
https://t.co/GTDQdVsBPq https://t.co/ignEhnahGs",1
"RT @jonsindreu: In my column today, I argue that central-bank swap lines should be used to finance Emerging Markets' balances of payments,â€¦",1
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",0
HA this gets one red bar size will ruin from Jan to now in 2 days target 46 - 4 points or more to made if goes higher wait for first red,-1
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",1
Kate Mitchell: The Advantage of inkedIn  NKD I remain long CEO Jeff Weiner,1
"Grocery Tycoon Kishore Biyani's Battle To Keep His Company Afloat
https://t.co/VDZbhnh1O7",-1
RT @permanentcap: Google/Alphabet $GOOG almost literally lights their cash on fire (other bets) to hide the profitability of the search bus…,1
AAP How an Internet-trained Apple analyst lost tens of millions of other peoples' money  ,-1
"Marriott International signed a partnership with IKEA, how I think it will be a genius move  MA",1
EV over  40.72  ,1
NVT has the most unusual increase in #socialvolume,1
Has anyone shorted KEX? What price?,-1
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,0
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",1
Google Zero clicks are killing Wikipedia. h/t @hackernoon #Google #search #Wikipedia #stocks #organicsearch #SEO #zeroclicks https://t.co/BqvMbhGowW https://t.co/TtcsJOlnNX,-1
"Sensex opens over 650 points higher, Nifty starts day above 8,950 tracking gains in global markets #Sensex #Nifty #MarketUpdates",1
The company did not disclose the price of the acquisition .,0
"Yesterday's 2-day long play SFD is now up 11%, but can be held for an extended play if it holds 25.15",1
"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",0
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,0
CI - getting long building position here for move thru 7.00 - stock like a rock today - target 7.00++,1
Market data and analytics are derived from primary and secondary research .,0
Wells Fargo &amp; Co Increases Twilio $TWLO Price Target to $250.00 https://t.co/Eh2YCz2Lza #stocks,1
EPS made a quick 10 min trade 7.52-7.73.  looks like might of jumped out too early might pass 8.00,1
"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",0
BBBY - bearish back to 57 easy from 58.99 or any higher,-1
HPQ is 17.50 too much to ask for tomorrow??? :),1
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",0
Interesting comparison to 2007-09 market of $SPX stocks above 200 day. Much of 2008 bear market was under that 50 level marked by red line. Once it got above 65% level in summer 2009 the smoke cleared. Not as weak in 2020 but something to watch https://t.co/eWP915CcBj,-1
BAC out of my swing trade for 8%.  Protecting profits.,-1
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",0
SSYS postpone Q4 release from Feb to approx March 4th.,-1
Net sales surged by 30 % to EUR 36 million .,1
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",0
"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s .",0
SPX COMPQ IND CAT AAP Wall Street futures were unchanged with the results of Caterpillar and the threat of Fitch  ,1
CAI 4.94 will be the bitch slap.and tank.,-1
NVDA - to answer your question entry (add) was the red candle at 10:50AM today. ove flags  ,1
Net sales have been eaten by the weak US dollar .,-1
JCC this will turn and be the darling agian up very big - I am OADING up down here - mark my words 1.75 - will re share at 2.15++ target,1
RT @MommasOptions: I continue to add to my core long dated positions on dips. $LMT $DPZ $AAPL $AMZN $ROKU $DIS $BA $SHOP $DAL $AAL. With th…,1
NKE looking good here for another run at those highs  ,1
"Oil's Unparalleled Demand Crash Likely To Be Gamechanger For Industry
https://t.co/qa5tGhkWbU",-1
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",0
RT @KimbleCharting: JP Morgan bulls and shareholders hope this isn't a kiss good-bye at dual resistance! $JPM $SPX $BKX $XLF https://t.co/4…,1
FOM Any close above 5 will favor the upside. First target would be 5.17-5.19.,1
BAC Cleared 12....,1
Debt could hobble the post-coronavirus recovery. â€œPriority number one is going to be to pay down debt. We are not eâ€¦ https://t.co/PutguQqbk8,-1
HS Over 48.20 at first for a small trade to second line  ,1
"Shorts Tues, most I stalk have 1 - 4 days inside base or bounce after red kicker ACCO BT DMD EY GMX GO HAO NPSP OEH OZM TEO",-1
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,1
"State Bank Of India To Buy Rs 7,250-Crore Yes Bank Shares
https://t.co/ch0ofBg0oS",1
"user benrab no position ever, no payment ever, just trying to explain the fraud that is likely zagg. Deny it at you're own risk.",-1
RT @vitaliyk: Microsoft was a great company in 1999.  $MSFT was still a great company in 2017 - it would take you 18 years for you to break…,1
"In future , the plant will focus on the production of flange profiles for wind farm towers .",0
"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum .",1
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,0
It appears from statistics of the Technical Surveillance Authority that customers who switch service providers mostly transfer their numbers to Elisa 's network .,0
CapMan made its initial investment in OneMed in June 2006 .,0
"On preliminary estimate , the hotel will operate under the brand Novotel .",0
High quality stocks producing pocket pivot points on Thursday: ABT GPN ASGN OCN MTH OY NGVC WEC TY WYNN VS PFMT TTS STDY,1
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,-1
aapl in long per earlier tweet on topside breakout of ST,1
AMN  Yep like I said. Penny stock in the making.,-1
NFX failure today  182.50-183 doesn't bode well for next week. top of my list to short Mon. w/ close below 180,-1
"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",0
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",0
"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",0
GOOG - not looking good here. Near the 20 day and T; watch for a break of them  ,-1
RT @MattEganCNN: The economy is collapsing like never before and yet US #stocks are on pace for their best month since Oct. 1974. S&amp;P 500 i…,-1
"Ok NP goes under 138.93, I will short it.",-1
The company expects net sales to significantly increase from 2009 .,1
"VOCS example on 5min, using COSE below 20ema NOT low for your stop, not traded but good for +.15  ",1
`` This is a win for all OEMs targeting to develop WiMAX products .,1
"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .",0
"Boohoo, Manchester fashion giant, sees revenue soar to £1.2bn as profit tops £92m – Northern Financial Review

⁦@boohoo⁩ ⁦@NastyGal⁩ ⁦@OfficialPLT⁩ ⁦@BaillieGifford⁩ ⁦@SLA_plc⁩
⁦@ASInvestments⁩
⁦@TEMIT⁩ 
#stocks

 https://t.co/FmbeQWDlsr",1
It has sold one half of its business operations and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .,0
"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",0
"ed Weekly Triangle on CSN,....ong at 6.8815  ",1
`` We are pleased to welcome Tapeks Noma into Cramo group .,1
@TheDadInvestor Only one $MSFT,0
V Price sitting just above 2011trendline as we speak.  ,1
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",1
ASTX perfect follow through day...   ,1
Anthem Inc $ANTM Sees Large Drop in Short Interest https://t.co/Mygtp433Yu #stocks,-1
"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .",0
"It grew in Finland , Norway , Denmark and the Baltic countries .",0
"RT @WallStSai: $UNH $HUM $CI $ANTM $CNC $MOH $CVS 
Big uptick in government business is in store for private health plans like Anthem, Cent…",1
The desk will reach its full planned strength of ten persons in autumn 2007 .,0
Cash Flow from Operations for the most recent quarter also reached a eight year low .,-1
The presentation material can be viewed on the company 's website in English after the conference .,0
The #SEC should launch an #investigation into #Citron This company eleased inaccurate information on DDD They only short sell to profit,1
"me too.  yay user: So AAP didn't gap up this morning toward ST upside target (480), but I will take a sudden reversal.",1
I WI SHOT WFC under 37.,-1
CSX getting the Barron's bounce. At resistance. Wouldn't pull trigger till break of recent highs  ,1
"FNF - ong  19.43. Trailing Stop  21.04 from 6 prior Stops of 19.71, 19.52, 18.70, 18.65, 18.07 and 17.87 -  ",1
"SD one of the cheapest stocks in the market. Valued at a fraction of NAV,most NAV estimates are north of 10, even after disc. to Miss ime",1
GOOG go ONG on close above 725.,1
"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",0
AF daily kumo - ote: chikou circles (S/) and recent at kumo bottom. Flat kijun.    ,-1
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",1
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,0
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,1
ZNGA was approved for Nevada gambling license which will help drive revenue,1
"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",0
AAP Go baby go!!  425-440,-1
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",0
"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",0
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",1
Adding short BWS to portfolio. I think next years estimates are too high.,-1
BAC New ow of Day 12.20.Broken --> 12.18,-1
"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",1
"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .",1
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",1
DGI FTD.  Pivot range 26.98 to 28.33.,1
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",0
FAO is deciding its direction #waitforit  ,1
"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia .",0
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,1
"$amzn Daily, no longer hold a position here, will look at doing something in the AM. As I said last night, 2500 is coming this week. No question, daily looks ready to go this week! GL https://t.co/AhYsqOare0 https://t.co/zWl4S6KKBd",1
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",0
"Sensex, Nifty Take Breather From Coronavirus-Fueled Selloff
https://t.co/CDJcBSP6JI",1
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,0
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",1
A few I'm not holding but will check out. user: Bullish MACD cross: BBG COP ENI EOG JEC IG SFY XE XOP,1
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,0
Finnish media group Talentum has issued a profit warning .,-1
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",0
AAP - 1/2 short covered,-1
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",1
"M-real generated a turnover of EUR5 .6 bn in 2006 and has 15,500 employees .",0
"BIOF looking very strong, I would like to see a pullback to re-enter.  ",1
Does help clear up my desk clutter just a little  AAP,1
"ooking to short on GDX production company, was looking at H SA IAG... Anyone have a short thesis on a name?  Wld greatly appreciate it",-1
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",1
RT @Spencerjakab: Some hot auto deals - not for drivers but brave investors - by Heard on the Street Europe editor â¦@StephenWilmotâ©  https:â€¦,1
AAP breaking support on heavy volume - sharing a few insights VIDEO   ,-1
NFX  Over 28.20 or 28.40  ,1
@CJ_Johnson17th and $FB,0
MBI breaking out  ,1
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",0
"M-real Corporation Stock Exchange Announcement 29 September 2006 at 4.15 p.m. Kyro Corporation and M-real Corporation , a Metsaliitto Group subsidiary , have agreed on an arrangement which gives M-real option to purchase the Kyroskoski natural gas powerplant from Kyro .",0
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,0
NGT #FED up to bat... JPM HSBC headed into Comex & ME for todays bashing,-1
AAP under 500 is a great long term buy.  Ignore the noise.,1
FOD long 2.87,1
AAP hi i'm calling from my new Samsung S4  ,1
"GGC - Textbook. From the watchlist, volume showed a clear indication on 1/22. This one was easy.   ",1
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",1
"This been good to us since Feb DECK now waking up again, your on #DECK #DECKES  ",1
It is planned to set up the A class business center in the two top storeys of the complex .,0
The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,1
"Sensex Opens 390 Points Higher, Nifty Starts Day At 9,088 As Global Markets Rebound
https://t.co/daKAxwn11K",1
ZAGG Coming off the bottom with the Grandma pattern.  ,1
SSYS exuberance is a stock generating 2million in operational cash flow for 9mos trading at 3.4 billion. or u could say a top,-1
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",0
"WAG should be a good stock winner, because it is turning into a horrible company for its employees!",-1
 this is so bullish for ZNGA [online gambling legalize in nev],1
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,1
"Glencore, Teck, First Quantum and other miners, find some mines under siege by protesters accusing them of bringingâ€¦ https://t.co/cS7tPLPgc6",-1
The new policy was also aimed at making the companies more profitable and competitive .,1
So to be sure. Everyone can short AAP and make money. Everyone is going to jump in when market crashes on Debt Ceiling. Perfect.,-1
Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,1
user: DE 14.75 would fill a huge gap from 5/22/12 lol good luck with that,-1
@amazon $AMZN stock is gonna tank tomorrow,1
A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,1
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",0
"Divisional sales demand in the half remained `` inconsistent '' , it added .",-1
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,0
No financial details of the deployment were disclosed .,0
"MHP Kids, don't do steroids   ",-1
No financial details were reported .,0
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",-1
"GOOG short, 804.20 stop on rest",-1
"Government To Borrow Rs 4.88 Lakh Crore In First Half Of Financial Year 2021
https://t.co/hki09Epg5v",-1
HPQ bought a few March 19 lotto calls before the close... Just in case!,1
esrx gap fill idea.. 56 looks big  ,1
QCO close to 30.33,1
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",0
Watch DECK over 49.20.,1
"Just kidding, more legible version. Currently long FS (tweeted on friday)  ",1
Video- ICE Short Part II.   ,-1
CST mentioned this level building base here over 48 next stop 49 repeats over that. ADDE P intraday to over 50day watch 50.13 HIT TODAY,1
"RBI Sees Inflation Falling Below 4% As COVID-19 Outbreak Threatens Demand
https://t.co/UJC6biiehI",-1
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",1
"GNC - nice inverse head and shoulders, as well as a nice pullback to support from the previous box-breakout",1
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,0
GEVO taking half off 2.29,1
ONVO CIMT DDD SSYS XONE PCP PB IMO is a great ong Term plays into 3D sector and to find nice entry points on pullback Eye on VXX,1
"From the makers of the MP3 codec… imagine the reduction in streaming costs for #NFLX, $AKAM, $GOOG, etc. https://t.co/HNP2Z2sJCf",0
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",0
"RT @SaitoChung: Thank you for sharing John! The title of this book holds a key word, “Still” and that means Wall Street doesn’t care when y…",0
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,-1
An Android app will be coming soon .,0
"Gold Prices Subdued On Firm Dollar Ahead Of US Data Amid Coronavirus Crisis
https://t.co/lCyGzdnX4u",-1
user: EXC = undervalued here.  Where is the yield support!?,1
"AAP 20 million Shares, NICE!!!",1
"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",1
PCN up 8 points since this short call on ST - 700 so close - magic number will break it hard down same way did up - 10 more pts to go,-1
AAP powerball is up to 183 million. Maybe ill just load up on appl stock.... Odds are the same?,-1
