text,labels
AAP The support is 430.. is the real value of the company.. to day,-1
OVI on watch list has volume of 10% of ave full day - over line a little  ,1
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,0
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",0
PI 3Q 10Q operational cash flow for 9mos -20million. 269%decline vs. 9mos year ago.,-1
"GD SV P ABX FCX AY NGT - Gold ebounds per euro progress, attention to Fed report  ",1
"The contract includes software licences , application maintenance and training .",0
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,0
Over extended stock market + unexpected news from the FED minutes = Down ESD & a panicky ES_F NQ_F.,-1
user Prop_Trader user --- you have the January affect of new inflows and new money wasn't going into AAP clearly,-1
"At some point , it will spread also to Iran and Iraq .",0
JPM back over 50 roll,1
The value of the orders is over EUR 10mn .,0
"RT @NorthmanTrader: Each vaccine optimism headline is worth 1% on $ES.
There are 150 vaccine studies. 
That should get us to $SPX 5000 by t…",1
Cargo volume increased by approximately 5 % .,1
EMN - Increasing selling volume. Next support is the ascending trend line.   ,-1
user: AAP traders are attracted to round numbers like 400.  sure but this stock is traded 75% by computers,1
"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",0
AN breakout.,1
bought some SAAS on breakout with volume,1
ADM holding on nicely,1
"It is being developed by Symbian , the software licensing consortium led by Nokia .",0
PGTI  one of the ten new weekly 2faced longs purchased at friday's close.,1
"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .",1
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",-1
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",0
"RT @Lakshmi_888: #SPX $SPX #ES_F #Dow $NQ #NQ #NDX $RUT #DAX #FTSE $ES_F $QQQ $Dow

This *cld* retrace to 1st yellow rec

Be v careful as t…",-1
"Government May Slash Borrowing From Market In April Amid Lockdown: Report
https://t.co/3nN6Jqelh8",-1
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,-1
CAT ooking for 5% down Today!,-1
"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here .",0
if AAP were as dead as some predict I would hope that the premium on puts/calls would be lower,1
G going to 2.68.,-1
A 2001 agreement expired earlier this month .,0
"no compensation for its news , opinions or distributions .",0
opening momo watchlist: ATS DN KOG ZAZA ANA TSX SPT HAO MH GAE,1
"user The day of the MA IPO I tripled my position at 42 (IPO priced at 39) never touched it since, probably my best stock move ever...",1
F 9.8 is a possibility before market close... so much power under the hood.,1
"user: SV super cheap stock, that appears to be getting ready . to fill a  gap above current price!  >Nice name  2",1
"RT @Rosco_NoE: After a lot of hours, research, losses and wins I’ve finally finished my online course on investing in stocks for beginners!…",1
"Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market .",0
"@BullishBearz If this rally is to continue, I think we need some bank participation. I bought some $BAC calls this morning.",1
user You're Wrong I was long BAC till Yesterday. I think you are falling in love with Stock instead of making  ;-),-1
"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",0
MA  MAJO BEAISH DIVEGENCE(NOW CONFIMED ON MACD-AS WE AS SI). DECEASING VOME.,-1
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,1
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",0
AX  next stop 42.90!!!,-1
"RT @carlquintanilla: * JPMORGAN CHASE &amp; CO TELLS EMPLOYEES IT IS DEVELOPING STRATEGY TO RETURN EMPLOYEES TO WORK -MEMO

* JPMORGAN HAS NOT…",0
TJX stop loss in 44.04 after beating 44.43,1
CMG Not the most exciting stock lately however upward trend still in tact; consistently pushing above the 20 day average. 297.00 now key.,1
"In 2007 , Contempus generated revenue of NOK 69.3 ( approx .",0
ATICE & TADE SETP:  KO AN CNX,1
user:  erased the opening drive down. still down 4 so plenty of room...let it consolidate,1
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,1
"The cannabis sector must stay short of cash, but not too short, for property company IIP to maintain its edge durinâ€¦ https://t.co/BQKvuhBJIX",1
GD SV ABX NEM FCX - Distrusts Soros sells gold and much of their holdings -  ,-1
â€œYou are playing with fire when you are investing in something that will have three times the volatility of the S&amp;Pâ€¦ https://t.co/nUjx4fHTcR,1
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,-1
"In beers , Olvi retained its market position .",0
AMZN short idea  ,-1
"Nordstjernan will make the offer in approximately one month , in September 2007 .",0
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,0
SHOT Setups: GOOG OVTI AN DOX WN CTXS OC PANW  ,-1
Nokia will certainly disagree with Qualcomm 's views on the patent situation .,-1
"Congress has offered to delay the implementation of new loan-accounting rules for U.S. banks, but banks have good râ€¦ https://t.co/6mKibJZ6d0",-1
AAP over 451 could start an ankle grabbing session 0_o,1
"The competition was received with great enthusiasm by the employees , he goes on .",1
Saudi Arabia signaled a reversal of its oil-war against Russia after U.S. President Trump sought help to rebalanceâ€¦ https://t.co/C99xvPvJaA,1
Operating loss landed at EUR39m including one-offs and at EUR27m excluding one-offs .,0
Whatâ€™s EFC on a college-aid letter? What about COA? Hereâ€™s what you need to know. https://t.co/SHFwDkX0e2,1
$USFD #US Foods Holding US Foods Holding Corp.: | https://t.co/WLG4UxGB5Q #equity #stocks,0
"CHTP trying the 2 level again, 1.95 stop here",1
user 45000 Did you check my update about CSN?,1
"AAP has 939M shares, GOOG has 329M shares MSFT has 8.38B shares so close to = share price puts Goog around 285, AAP 425, MSFT 271",1
"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",1
BAC ot of buying on last minute !!!,1
"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",0
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,1
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",1
"Gold Price Spikes As US Joblessness Data Lifts Safe-Haven Demand
https://t.co/m8NswHy2Xs",1
AEG Over 28.23  ,1
"The Month Coronavirus Felled American Business, #longreads https://t.co/IVxakomknb via @WSJGraphics",-1
"Coronavirus Crisis: IndiaNivesh Shuts Portfolio Management Business
https://t.co/uH00oBT4oc",-1
RT @jenny_hegel: Find great deals on Sale Electronics at Kohl's today!  #tech #technology #facebook #stocks #apple #company #business #game…,1
AAP So Apple's true stock price is really about 430. This is the starting point for understanding the company's valuation,-1
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",1
INVN - any panic surge higher start short entries and save  for red bar risky but timing top on next move is good scaling start for short,-1
The winner does not have to be present to win .,0
People who had the guts to invest in stocks during the panic in March 2009 were rewarded for years https://t.co/uwdyW3oWaK,1
"Jobs will not be transferred from Finland , however .",1
"Just finished The Week Ahead Commentary and posted to the members area. Foucs Watch Stocks Short FO,WPC,NKD,SQI,TTS,SSTK,OGE",-1
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",1
MGM - already at average volume for the day and trying to get separation from resistance  ,1
"user: AAP  GAXY S4: SMAT SCO - tracks users eyes, I WANT IT!   wait for the creeper apps ;) #watchingyou",1
OC XX also watchn for a long,1
"RT @CryptonewsGames: Ray Dalio, the billionaire hedge fund manager and founder and chief investment officer of Bridgewater Associates, beli…",0
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",1
WYN  Over 60.32  ,1
FAF looks good. Pivot range 24.87 to 26.11  Volume +76% today. See if close and/or get over days highs at 25.60.,1
"user: GOOG almost 2x AAP now, gonna hit it tomorrow, prob 824/412. please check your facts AAP is 2.85x more than GOOG +10X vol",1
"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",1
user: AAP This rally won't last IMO great I will sell you some AP5 430puts for 14? money where mouth is?,1
The contract will take effect in 2009 for a five or ten year period .,0
Radiation and today is a full service house expert in radiation and nuclear safety issues .,0
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",0
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",0
"IBM trading below the box (also50EMA.. if the bottom of the box resistance holds, further downside.  ",-1
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",1
on our ive Broadcast we got this long signal on PCN and covered discount buy-in ! needs push  ,1
"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",0
AAP under 450 gets ugly I've been saying for a while AAP hits 400 in 2013,-1
DDD SSYS XONE and nice entry to dip toe into CIMT 9 beat the street in everyway Much potential  : NGT FCX CO nice entry IMO : VXX,1
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,0
"AAP in a 12 hour short sale ban at present. Wonders never cease, much like the sentiment shift on stream here ",1
IBM to double investment in mobile. Analysis of IBM:  & broader mobile movement:  ,1
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,1
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,1
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,0
39.50 on HA is a big intraday level to play off today,1
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",1
OSI peeling some off here 9.1,1
user: there comes NKD with some oomph (technical term),1
"$AAPL - Apple's Handwriting On The Wall For Intel And AMD. https://t.co/wGimZoIpp4  - 1,324% profits - 1/2 in $$ - last 14 years - buy #AIM #investing book, get free newsltr &amp; learn how - https://t.co/CzS5PXZWco - https://t.co/IHjBPabNd1 - like $AAPL",1
"GOOG  The leaders move first and then the index follow, and not the other way around...",-1
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",1
user: Buffett  isn't interested in AAP at this valuation? too much profit and dead capital sitting in a bank overseas ;),1
Pre-Market Winners: HPQ APO AIG COG ETFC FAS GDI EDC TS COG AIG ONXX TNA DB,1
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,0
GOOG this market leader continues to hold up well  ,1
Generac Holdings Inc. $GNRC Receives Consensus Recommendation of “Hold” from Brokerages https://t.co/WaJ1R6wZub #stocks,0
( I&H ) in a move to enhance growth .,1
"`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .",-1
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",-1
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,-1
The building will house product development and test laboratories .,0
"AFFY oversold.  etter is precaution, not a death sentence.",1
"GOOG similar to other leaders like JPM, held first support, testing underside of MA's  ",1
CHK 15 min kelt/bbands fired earlier while at lunch out 1/2 the 17.50 this AM +100%   ,1
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",0
X option trader takes profits in Feb26P selling 8k against 8k OI and rolling position to Feb 25P buying 8K at 1.48,-1
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",0
The dismissed staff members will now take the matter to court unless it can be settled outside .,-1
"According to Heikkil+Æ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",0
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",0
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",0
CAT grabbed some otto 82.50 puts! Could be a breakdown! .02 - .04!,-1
NEW Blog Post: Followup to Yesterday's Watchlist- ots of Movers  DVA CSOD HES DXJ HD AXP CSX BAC OIH BBY,1
"Green Weekly Triangle on AMPE,....pdating  ",-1
EV buying on this pullback of this strong stock; entry 39.74 stop 38.02,1
Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,1
"NKD I am a golden God, do not fight me  ",1
"11.59 is next fib level in P, but if we can get a dollar roll, I will be happy.",-1
ODP Has dropped below 4 on high vol. #fallingknife,-1
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",0
The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .,0
"Banks Shelve Fundraising As Coronavirus Derails Markets: Report
https://t.co/xZdFkil2D2",-1
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",-1
"HPQ should Explode today, 18 coming imo!",1
AAP --  mac world maybe TC will anounce the i-time-machine... boom we are all rich again!,1
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",0
"Purchase it for the 12MP snapper , if nothing else .",0
OVTI moving out of long base to the upside  ,1
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,1
APA peeling some off here,1
The SEC issued suspension orders for dental supplier No Borders Inc. and apparel maker Sandy Steele Unlimited Inc.â€¦ https://t.co/eb0ZFlNgjl,-1
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,1
Helped my brother buy BGS & AAP yesterday. F last week. Better cash in a free dinner while I'm hot.,1
"Watch SOH here under 46.73, could be a short imo.",-1
"Its annual capacity is some 10,000 MW .",0
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,1
GTAT Holding 50SMA. ooks like the stock could try and take a trip to 3.62 if volume comes in.  ,1
"If your mortgage is federally backed, lenders are supposed to allow forbearance for those experiencing a financialâ€¦ https://t.co/68EObPMqVO",1
The order was valued at USD12 .2 m.,0
BAC +12 by close even Better!,1
yhoo is like a PE VC w a biz.. holds big position in yahoo japan which is up 32.5% YTD (helps balance sheet).. also a position in alibaba.,1
U.K. foreign-exchange company paid about $2.3 million in bitcoin to cybercriminals months before its business beganâ€¦ https://t.co/ijJdf2DCJv,-1
RT @AnthonyQuintano: This is Facebook stock right now $FB https://t.co/O4JubFiEA0,0
WFC SB is culprit for weakness. Bowe puts 44.75 target,1
"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",0
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,-1
"BlackRock, the worldâ€™s largest money manager, is among the foreign companies that have submitted applications to enâ€¦ https://t.co/ZHasH2elqA",-1
Claims for unemployment benefits surged again last week amid a drastic downshift in the labor market caused by theâ€¦ https://t.co/QCnvOQU28Z,-1
GOOG is the best. chrome on IOS it better that safari. goog innovation is far better.,1
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",0
PPG - Seems like a pretty low risk/reward short opp.  Stop above volume resistance.1st tgt gap fill  ,-1
CSX CEO on CNBC now,1
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",0
VG is consolidating inside a large ascending triangle w/ TP of around 3. Breakout watch over 2.55  ,1
"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",1
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,0
"In Europe , the paper industry 's situation is paradoxical .",0
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,0
VHC has formed a symmetrical triangle. Breakout point is 35.5. MACD is bullish and SI is above 60  ,1
"The gross area of eight houses will be 12,167 m2 .",0
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,1
Three Dividend-Paying Guru Stocks - Sizemore Insights  ADM CHK JNJ HNZ WFC DVA BBY,1
Trading environment favors long side. Don't over stay welcome. Too few quality leaders. GS AMH OCN EGN HOV AAP  ,-1
AAP What the analysts are saying:  ,1
ACTG was a top pick for earnings  starting to breakout. ook for 27.50 soon.  ,1
"3 tech stocks with staying power - IBM, Intel INTC & Qualcomm QCOM. And QCOM lets you keep AAP exposure to boot!  ",1
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",1
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",0
AAP Sinking in after-hour.. Get eady to gap Down  Tomorrow Morning !,-1
Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM .,0
"When AMZN monetize all electronics it makes with traffic to marketplace, AAP GOOG will wake up and say why didn't we buy EBAY",1
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",1
`` We 've been feeling quite positive about the region as a whole .,1
$AAPL $QQQ Top may now be in. https://t.co/iNKWb0TXUS,1
"RT @scriptstotrade: $CARV $POLA $VXRT $BYFC
Here is our #SentimentCandle Don’t get caught in the wrong side of the trend
Green= #Bullish
Wh…",0
FIO crushed 20%,-1
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",0
BIOS taking some off here,1
"Also , a six-year historic analysis is provided for these markets .",0
"$ITOX .01s getting slapped. Nothing on L2 till 2 cents
$SPY $SPX $QQQ $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $FB $MSFT $DIA $NDX $IWM $QCOM $GDX $DAX $BYND $TWTR $GLD $SLV $GE_F $BABA $TLT $LYFT $VXX $TVIX $VIX $XLE $XOM $JPM $GS $GOOG $DIS $IBM #Options https://t.co/ZLFlzyeOtG",0
"DDS still at 80, getting weaker it seems, possible short to 79.70",-1
user: AAP How will smaller margins and higher wages and unions help apple?,-1
SCHW - breaks out of flag,1
QCOM introduces StreamBoost:  average home connects up to seven devices to the Internet,1
Massive sell off AAP. GEAT,-1
"thats good below the equator? user: ZNGA yoy sales growth over last six Q's: 80%, 59%, 32%, 19%, 3%, 0%",-1
"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .",0
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,0
It is now the leading private road ambulance service company in Finland .,1
"Previously , it projected the figure to be slightly lower than in 2009 .",0
HSNI has missed the expectations: 4Q2012 EPS diluted is 1 vs 1.04 consensus vs 1.06 whisper,-1
The value of the orders is over EUR 25mn .,0
"The product advisory does not apply to any other Nokia-branded battery , the company said .",0
RT @RTTNews: TSX Ends On Firm Note As Stocks Rebound After Recent Sell-off https://t.co/t3bMgmf8o7 #stocks #trading #rttnews https://t.co/U…,1
user reporting that NVDA Tegra 4i should have a solid GP and that the integrated modem should be perform well by launch. Great!,1
"The key is not to panic here.  AAP is in the domain of twitchy day traders on robots now, but long term should hold up on fundamentals",1
SWY Safeway Inc. bullishness in March Calls for earnings  ,1
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,1
SK Whoa!  Somebody has some confidence in SK :) TO DA MOOOOONNNN!!!!,1
MSFT Waiting for break out of bull flag+horizontal channel   ,1
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",1
"user: BT Cortos en Peabody Energy si cae bajo 25,40. Stop loss 25,76.",-1
"TSA some nice PVE here, but got rejected at 35.50 area again, keeping on watch for a push through  ",1
"AMZN daily,I have added arrows to buy signals each day target still 263+ no doubt will get there.   ",1
GOOG trade this one long verse 10sma  ,1
"#germany issuing €130.5b in 7 &amp; 15-yr #bonds; via syndication instead of auctions
📌current #german YC isnt so great looking w/ 7yr at -0.47% &amp; 15yr at 0.19%, gotta hope #forex $EUR swings in ur favor or that ylds grind lower to make $$

#investment #stocks #economy #investments https://t.co/CqkoasKsyD",1
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,0
user: Fund mgrs are the sellers right now. Have to clear AAP. In downtrend early seller gets  worm. ~should have started in OCT!,1
"RT @Prometheus_Cap: Bot $AAPL 380s 1.98

Pray for em.",0
NGT Nice bounce off gap fill... good to reshort into JPM move,-1
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",0
RT @kosakunarioka: SoftBank Group Abandons Tender Offer for Up to $3 Billion of WeWork Shares https://t.co/KdplPZNs8q via @WSJ,-1
"PKI been stalking this one for a while, may be giving us a low-risk entry Monday  ",1
RT @FactSet: The forward 12-month P/E ratio for $SPX of 21.8 is well above the 5-year average (16.9) and the 10-year average (15.2). https:…,1
"FinancialWire tm is a fully independent , proprietary news wire service .",0
"Qatar began marketing U.S. dollar-denominated bonds, the first Persian Gulf state to tap the debt markets since theâ€¦ https://t.co/UknSZl5wZv",1
TA nice move since shorting at 88.60  will carry overnight.,-1
"DECK all on deck as the shorts scramble to cover - pop, pop boom!! uckly they don't wear ggs in Cyprus",1
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",-1
BAC  Out  12.06 waiting for a pullback to comeback 3K profit   :),1
The expanded company will continue to be called NewPage .,0
GPN close to magic 5.40 may popski to new levels trending trade,1
"EN Take your profits and run. Nice run up,but it's over. Wal-mart sales down so who's got money for a new house. SE",-1
GAE 1.95 now - 2 is a lock in now!!!!!!!!!!!,1
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,-1
"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",1
MSFT Thinking of buying this one for swing trade. VOME is huge today and breaking out above resistace.,1
AAP 458 PM good start for the bear :),-1
 blog post  ,-1
"Thereby , the company will expand its offering to North , Central and South America .",1
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",0
American Apparel APP presents at 11:05,1
COH worse and worse,-1
Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,1
XF moving with VOME again today and at resistance. Close above 17.20 and I'm grabbing some GS JPM for swing trade.,1
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",0
"Women under Ujjwala Yojana will be given free LPG cylinders for next three months, move expected to benefit 8.3 cro… https://t.co/EUesc5YPgo",1
ONG Setups: IBT ENOC AXN GNC GWE CTX EN APA CMG GOD VG  ,1
`` The CHF is a great product .,1
user Not yet sir... The jury is still out on ANA. CSN is plain old fraud!!!,1
ZN_F ticking up.. I'd be a seller of SDJPY here (*if I weren't already)...,-1
"Another 5.2 million Americans filed for unemployment benefits last week, bringing the total seeking aid in a monthâ€¦ https://t.co/Aw9VhuWFUk",-1
HPQ heading back over 20 imo! Funds oading!,1
"RT @WSJheard: Social distancing has been good for Samsung so far, but that could change as the economy turns down, says @jackycwong
https:/â€¦",1
Scaling some AMZN puts 02/15 puts bot at 1.2 at 2.50,-1
AEP Over 45.20  ,1
`` We were the lowest bidders and now the final approval is awaited . '',1
"UPM is talking to Myllykoski+ s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",0
$AMZN record high,1
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,0
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",1
user: bet it all on AAP right now. ather bet on AAP 52 week low than all the vapour-ware 52 or A time highs.. poof,1
ddd nice st/pennant pattern here.  ook for a breakout   ,1
"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers .",0
"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .",0
"VTX option trader buys 3,700 put spreads in April 48 and 42 strikes. Could be big bet on down move or stock hedge",-1
"Travel, Hospitality To Take Time To Recover Post Lockdown: Experts
https://t.co/iLkyXEeSNb",-1
TWI at highs not seen since September  ,1
VNG I bought at 2.78 then went to bathroom just like any normal day came back and at 3.27 - what a poop lol,1
Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 .,0
"However , the production is almost entirely very labor intensive and based on small investments only .",0
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",-1
Finnish Bank of +_land will launch its long-term pension savings account at the beginning of June 2010 .,0
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .,0
APA Insiders staring to buy and at a macro bottom IMO...patience.   ,1
Very bullish on market  also talked trends for SCTY OST ANGI FIO  PANW A JCP P YEP MNST GPN on show.,1
"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",-1
The parties have agreed not to disclose the transaction value .,0
looks like target is 44.07 HS,-1
AAP will test 430 today,-1
Exports grew 16.5 percent to 19.1 million liters .,1
The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,0
SANW Piper puts 14 tgt on it today. They did recent offering. Would love to know what they said. I think will be a quiet yr pricewise,1
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",1
The cult of Apple is dying -  AAP,-1
ANA & AMN bounced off same double bottom - may see test back to 9.00 now on ANA once into the 8.75+ range,1
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",0
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",0
"Elisa Corporation , headquartered in Helsinki , is a Finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services .",0
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",0
Might open a position on S today. Cup and handle can make this one fly to 7-7.5 quickly.,1
"DDS on short radar again, will try if it cant hold 80",-1
time to return to Apple.  aapl record 23 billion operational cash flow quarter!   ,1
"RT @conkers3: @amanzella3 @Borg74 @HW_MA @TheAngelofAIM1
@AIM_profit @TunbridgeJacqui @rubenescu10 
@cH2ange @glr_1990 @MY21_Oracle @henryv…",0
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,0
RT @baylounging: $FB nice improvement https://t.co/1vOCPqIgnE,1
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,1
"Indonesia sold $4.3 billion of bonds, including one it wonâ€™t pay off for 50 years https://t.co/YsELWjzMli",1
QCO new hod nice - holding overnight to 34,1
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,-1
